number,title,state,created at,closed at,user,labels,description,day of week,month,year
50849,Fixes ActionView::Template::Error when pasting images via Trix,open,2024-01-23 02:14:58+00:00,,schristm,['actiontext'],asset pipelin realli check remot imag regardless also happen fix issu imag past trix get serial blob url,1,1,2024
50848,O(N^2) operation in `CollectionAssociation#replace_common_records_in_memory` and **another** O(N^2) operation in `ActiveStorage::Attached::Many#attach`,open,2024-01-23 01:29:33+00:00,,malavbhavsar,[],apolog follow templat sure includ fix full repro addit inform rubi io exampl string insid text filenam text io anoth text file wow filenam contentmanysend name blob collectionassoci replacerecordsmemoryarray index time activerecord hood asid seem like peopl run flamegraphindexattachmentattach found creat blob attach manual get rid problem leav stale rubi io exampl string insid text filenam text userandfiletyp end user system total real attach perform without fix user system total real attach perform fix user system total real attach perform manual cc jonathanhefn jeffcarb,1,1,2024
50847,perf: example showing O(N**2) in has_many_attached,closed,2024-01-23 00:12:28+00:00,2024-01-23 00:14:28+00:00,malavbhavsar,"['activerecord', 'activestorage']",pull request creat replac pull request chang replac submit pr make sure follow check commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50846,Set ActiveRecord::RecordNotFound#id when raised from a call to #reload a deleted record,open,2024-01-23 00:04:37+00:00,,segiddins,['activerecord'],pull request creat write test app around record delet call easi way assert record rais except record expect pull request chang find id base primari key condit id explicitli pass submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,1,1,2024
50845,Fix eager loading of composite primary key associations,closed,2024-01-22 23:01:11+00:00,2024-01-25 15:47:31+00:00,nvasilevski,['activerecord'],http fix http previou code wrongli assum return array id actual return identifi singl model pk model return array 1 element composit primari key model return array n element n number composit primari key column lead bug construct object wrongli popul cach due cach key collis exampl record composit key like end share cach entri key commit fix issu use full composit primari key valu whole identifi,0,1,2024
50844,`ActionView::Template::Error`: Missing Active Model partial when rendered from Controller declared in module,open,2024-01-22 22:05:18+00:00,,seanpdoyle,[],rubi requir gemfil true sourc http requir actionkeykeyviewfil render viewcontrollerunscopedfil render get assertrespons ok render end pass def testcontrollerscopedfil render get assertrespons ok render end fail def testcontrollerunscopedfil render get assertrespons ok render end privat def app end def control scope within modul exercis control scope within modul exercis despit absenc similarli scope partial 1 render resolv partial sinc render control namespac within,0,1,2024
50843,Upgrade to latest SDoc for performance,closed,2024-01-22 20:18:09+00:00,2024-01-22 22:08:02+00:00,p8,[],latest version sdoc fix perform regress version least twice fast http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50842,How to use Azure Managed Identity for authentication and authorization for Ruby On Rails Active Storage?,open,2024-01-22 16:41:34+00:00,,avivansh,[],current setup yaml azur servic azurestorag storagenam contain initi access token tokentoken tokencredenti blobclient azur storagenam yournam signer l16 rubi def initi storagenam storagekey contain public fals option userkey applic precompil end end end approach correct yet test also approach achiev post question well rail rubi,0,1,2024
50841,Add `jsonb` on sqlite connection adapter table definition,closed,2024-01-22 15:37:50+00:00,2024-01-22 22:07:19+00:00,thedumbtechguy,[],addit binari json disk format sqlite sort jsonb column type still json howev format store jsonb make json field technic jsonb believ would welcom addit alias column helper call creat json column sqlite time start sqlite move postgr requir chang json column jsonb ad alia allow us use migrat across sqlite postgr success happi take stab pr welcom chang http ad forum topic well http,0,1,2024
50840,Credentials usage doesn't agree with the code,closed,2024-01-22 14:11:58+00:00,2024-01-22 14:15:38+00:00,jcoyne,[],credenti usag file say http howev rail appear use http one locat wrong,0,1,2024
50839,Segmentation Fault on Docker and ruby 3.3.0,closed,2024-01-22 13:28:49+00:00,2024-01-22 22:08:42+00:00,dorianmarie,[],see repositori minim reproduct http run trigger crash crash crash rail rubi revis 5124f9ac75,0,1,2024
50838,Fix SQLite table definition parsing bug to handle commas in default function definitions,open,2024-01-22 13:18:21+00:00,,fractaledmind,['activerecord'],pull request fix bug sqlite adapt introspect logic came across bug work virtual column json mani possibl case would caus problem one reproduc bug script though rubi requir gemfil true sourc http gitrecord requir requir logger activerecord post forc true payload null fals default externalextract payload store true null fals index true end end class post activerecord end class bugtest minitest def testcolumncommadefinitionautopopul post payload id end end pull request intellig pars sql string descript tabl ensur split comma mark new column definit order accomplish tabl pars method need list column name tabl call howev present thu must fetch also ad simpl regress test part virtual column test case bug exist long time recent touch relev code http submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ cc byroot relat 49346 tenderlov relat http yahonda relat http,0,1,2024
50837,Ensure pre-7.1 migrations use legacy index names when using `rename_table`,open,2024-01-22 12:59:01+00:00,,fatkodima,['activerecord'],fix http follow http http easiest way preserv old behavior renam index back run,0,1,2024
50836,Specify RDoc method name for accessors defined on singleton_class,closed,2024-01-22 11:38:14+00:00,2024-01-24 12:03:43+00:00,p8,"['activerecord', 'activejob']",rdoc ca extract name accessor defin result method call rdoc img 1033 imag http http img 1010 imag http method ca found rdoc output warn option set would nice would rais error instead submit pr make sure follow check x commit messag detail descript chang pr fix relat issu includ commit messag ex x changelog file updat chang librari behavior chang addit featur minor bug fix document chang includ,0,1,2024
50835,ActiveStorage::FileNotFoundError (ActiveStorage::FileNotFoundError),open,2024-01-22 10:07:53+00:00,,raoehtesham03,['more-information-needed'],upgrad rail applic sinc execut queri rubi 768365 small get error activestorag activestorag,0,1,2024
50833,`ActiveRecord::Migration[7.0]`'s `rename_table` uses 7.1's new truncated index name format,open,2024-01-22 02:09:26+00:00,,r7kamura,"['activerecord', 'attached PR', 'With reproduction steps']",rubi requir gemfil sourc http gitrecord requir requir logger activerecord longnam 48 migrationmethod migrat createt post longnam end end migrat migrationmigr activerecord indextableontableaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatitleactiverecord earlier specifi name use even rail later test fail follow output f failur bugtest testnamerenamewithtableaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaatitl idxtitlet index name creat rail may differ rubi revis e51014f9c0 x86tabl,0,1,2024
